loading words...
finished loading 2315 legal targets and 10657 additional legal guesses.
loading words...
finished loading 17723 legal targets and 0 additional legal guesses.
guess 1, score 1, remaining target count 1, ..., guess n (target)
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨⬜🟨🟨🟨,1,9*31=279
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨⬜🟨🟨🟩,1,3*91=273
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨⬜🟩🟨,2,3*7/21=1,🟨🟩🟨🟩🟩🟩🟩🟩,1,7*3/21=1
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨⬜🟩🟨,2,3*7/21=1
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨🟨🟩🟨,2,3*9/27=1,🟨🟩🟨🟩🟩🟩🟩🟩,1,9*3/27=1
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨🟨🟩🟨,2,3*9/27=1
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨🟨🟩🟩,2,7*9/21=3,🟨🟩🟨🟩🟩🟩🟩🟩,1,9*7/21=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟨🟨🟨🟩🟩,2,7*9/21=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟩⬜⬜🟨🟨,1,3*77=231
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟨🟩⬜🟨🟨🟨,1,3*97=291
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟩🟨🟩🟨🟩🟨,1,3*21/7=9
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟨🟩🟩🟨🟩🟩🟩🟨,1,3*21/9=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨⬜🟨🟨🟩🟨,1,12/2+3=9
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨⬜🟩⬜🟩🟩,1,12/2/2=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨🟨🟨⬜🟩⬜,2,10/2+2=7,🟩⬜🟩🟩🟩🟨🟩🟩,1,12/2+1=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨🟨🟨⬜🟩⬜,2,10/2+2=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨🟨🟨⬜🟩🟨,1,12/3+3=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨🟨🟩⬜🟩⬜,1,1+12/2=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩⬜🟨🟨🟩🟩🟩⬜,1,1+72/9=9
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟨🟨🟨🟨⬜🟩🟨,1,1/3*21=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟨🟨🟨🟨⬜🟩🟩,1,1/7*21=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟨🟨🟨🟨🟨🟩🟨,1,1/3*27=9
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟨🟨🟨🟨🟨🟩🟩,1,1/9*27=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟩🟩🟨🟩⬜🟩🟨,1,1*21/3=7
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟩🟩🟨🟩⬜🟩🟩,1,1*21/7=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3,🟩🟩🟩🟩🟩🟨🟩🟨,1,1*27/3=9
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟨,85,1*27/9=3
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102,⬜⬜⬜🟨🟨🟨⬜🟩,1,12/2/3=2
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102,⬜⬜⬜🟩🟨🟨⬜🟩,1,12/3/2=2
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102,🟨🟩🟩🟨🟩🟩🟩🟩,1,3+99=102
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102,🟩🟨🟨🟨🟩🟩🟩🟩,1,93+9=102
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102,🟩🟨🟨🟩🟩🟩🟩🟩,1,99+3=102
58-46=12,⬜⬜⬜⬜⬜🟨🟨🟩,6,9+93=102
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,⬜🟨🟨🟩🟩🟩🟩🟩,1,3*39=117
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,⬜🟨🟩🟨🟩🟩🟩🟩,1,39*3=117
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨⬜🟨🟨🟩🟩🟩🟨,1,7*17=119
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨⬜🟨🟩🟩⬜🟩🟨,1,9*79=711
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨⬜🟩🟩🟩⬜🟩🟨,1,79*9=711
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨🟨🟨⬜🟩🟩🟩🟨,1,3*37=111
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨🟨🟨🟨🟩🟩🟩🟩,1,9*13=117
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟨🟨🟩⬜🟩🟩🟩🟨,1,37*3=111
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117,🟩⬜🟩🟨🟩🟩🟩🟨,1,17*7=119
58-46=12,⬜⬜⬜⬜⬜🟨🟩⬜,10,13*9=117
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟨🟨🟨⬜🟩🟩🟩⬜,1,70*3=210
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟨🟨🟨⬜🟩🟩🟩🟨,1,73*3=219
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟨🟨🟨🟨🟩🟩🟩🟩,1,71*3=213
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟨🟩🟨⬜🟩🟩🟩⬜,1,7*30=210
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟨🟩🟨🟩🟩🟩🟩⬜,1,7*31=217
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟩🟨🟨⬜🟩🟩🟩⬜,1,30*7=210
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟩🟨🟨🟨🟩🟩🟩⬜,1,31*7=217
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟩🟩🟩⬜🟩🟩🟩⬜,1,3*70=210
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213,🟩🟩🟩⬜🟩🟩🟩🟨,1,3*73=219
58-46=12,⬜⬜⬜⬜⬜🟨🟩🟨,10,3*71=213
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,⬜🟨🟨⬜🟨🟩🟨🟩,1,37+33=70
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,⬜🟨🟨⬜🟩🟩🟨🟩,1,33+37=70
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,🟨⬜🟩⬜🟨🟩🟩⬜,1,333/9=37
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,🟨🟨⬜🟨🟩🟩⬜🟩,1,7*9+7=70
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,🟨🟨🟨🟨⬜🟩🟩🟩,1,3*9+3=30
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,🟨🟨🟨🟨🟨🟩🟩🟩,1,3*7+9=30
58-46=12,⬜⬜⬜⬜⬜🟩⬜⬜,17,9+3*7=30,🟨🟨🟩🟨🟨🟩🟩🟩,1,7*3+9=30
